County,StateCode,Deaths,Population,Category
Cache County, UT (49005),11,"122,753",Influenza and pneumonia
Davis County, UT (49011),38,"342,281",Influenza and pneumonia
Salt Lake County, UT (49035),120,"1,121,354",Influenza and pneumonia
Tooele County, UT (49045),10,"64,833",Influenza and pneumonia
Utah County, UT (49049),52,"592,299",Influenza and pneumonia
Washington County, UT (49053),37,"160,245",Influenza and pneumonia
Weber County, UT (49057),42,"247,560",Influenza and pneumonia
Chittenden County, VT (50007),11,"161,531",Influenza and pneumonia
Albemarle County, VA (51003),21,"106,878",Influenza and pneumonia
Arlington County, VA (51013),25,"230,050",Influenza and pneumonia
Augusta County, VA (51015),18,"74,997",Influenza and pneumonia
Bedford County, VA (51019),16,"77,960",Influenza and pneumonia
Chesterfield County, VA (51041),38,"339,009",Influenza and pneumonia
Fairfax County, VA (51059),114,"1,138,652",Influenza and pneumonia
Fauquier County, VA (51061),12,"69,069",Influenza and pneumonia
Frederick County, VA (51069),10,"84,421",Influenza and pneumonia
Henrico County, VA (51087),53,"326,501",Influenza and pneumonia
Henry County, VA (51089),14,"51,445",Influenza and pneumonia
Loudoun County, VA (51107),19,"385,945",Influenza and pneumonia
Montgomery County, VA (51121),10,"98,602",Influenza and pneumonia
Patrick County, VA (51141),11,"17,923",Influenza and pneumonia
Pittsylvania County, VA (51143),11,"61,687",Influenza and pneumonia
Prince William County, VA (51153),38,"455,210",Influenza and pneumonia
Roanoke County, VA (51161),11,"94,031",Influenza and pneumonia
Russell County, VA (51167),14,"27,370",Influenza and pneumonia
Smyth County, VA (51173),11,"31,062",Influenza and pneumonia
Spotsylvania County, VA (51177),16,"132,010",Influenza and pneumonia
Stafford County, VA (51179),17,"144,361",Influenza and pneumonia
Tazewell County, VA (51185),13,"42,150",Influenza and pneumonia
Washington County, VA (51191),15,"54,214",Influenza and pneumonia
Wythe County, VA (51197),11,"29,016",Influenza and pneumonia
Alexandria city, VA (51510),12,"155,810",Influenza and pneumonia
Bristol city, VA (51520),15,"16,960",Influenza and pneumonia
Chesapeake city, VA (51550),26,"237,940",Influenza and pneumonia
Danville city, VA (51590),11,"41,898",Influenza and pneumonia
Hampton city, VA (51650),12,"135,410",Influenza and pneumonia
Manassas city, VA (51683),10,"41,483",Influenza and pneumonia
Martinsville city, VA (51690),13,"13,445",Influenza and pneumonia
Newport News city, VA (51700),15,"181,825",Influenza and pneumonia
Norfolk city, VA (51710),32,"245,115",Influenza and pneumonia
Portsmouth city, VA (51740),18,"95,252",Influenza and pneumonia
Richmond city, VA (51760),22,"223,170",Influenza and pneumonia
Roanoke city, VA (51770),35,"99,660",Influenza and pneumonia
Salem city, VA (51775),12,"25,549",Influenza and pneumonia
Virginia Beach city, VA (51810),40,"452,602",Influenza and pneumonia
Benton County, WA (53005),14,"193,686",Influenza and pneumonia
Clallam County, WA (53009),11,"74,570",Influenza and pneumonia
Clark County, WA (53011),44,"467,018",Influenza and pneumonia
Cowlitz County, WA (53015),18,"105,160",Influenza and pneumonia
Grays Harbor County, WA (53027),14,"71,628",Influenza and pneumonia
King County, WA (53033),194,"2,149,970",Influenza and pneumonia
Kitsap County, WA (53035),31,"264,811",Influenza and pneumonia
Lewis County, WA (53041),14,"77,066",Influenza and pneumonia
Mason County, WA (53045),10,"62,198",Influenza and pneumonia
Pacific County, WA (53049),10,"21,249",Influenza and pneumonia
Pierce County, WA (53053),115,"861,312",Influenza and pneumonia
Skagit County, WA (53057),22,"123,681",Influenza and pneumonia
Snohomish County, WA (53061),83,"787,620",Influenza and pneumonia
Spokane County, WA (53063),58,"499,072",Influenza and pneumonia
Thurston County, WA (53067),33,"275,222",Influenza and pneumonia
Whatcom County, WA (53073),26,"216,800",Influenza and pneumonia
Yakima County, WA (53077),31,"249,636",Influenza and pneumonia
Berkeley County, WV (54003),12,"113,525",Influenza and pneumonia
Brooke County, WV (54009),17,"22,977",Influenza and pneumonia
Cabell County, WV (54011),22,"95,987",Influenza and pneumonia
Hancock County, WV (54029),20,"29,590",Influenza and pneumonia
Harrison County, WV (54033),13,"68,400",Influenza and pneumonia
Jackson County, WV (54035),12,"29,152",Influenza and pneumonia
Jefferson County, WV (54037),10,"56,368",Influenza and pneumonia
Kanawha County, WV (54039),38,"186,241",Influenza and pneumonia
Logan County, WV (54045),16,"33,700",Influenza and pneumonia
Marshall County, WV (54051),14,"31,793",Influenza and pneumonia
Mercer County, WV (54055),14,"60,468",Influenza and pneumonia
Mineral County, WV (54057),10,"27,411",Influenza and pneumonia
Mingo County, WV (54059),12,"24,647",Influenza and pneumonia
Monongalia County, WV (54061),14,"104,622",Influenza and pneumonia
Ohio County, WV (54069),15,"42,516",Influenza and pneumonia
Putnam County, WV (54079),11,"56,941",Influenza and pneumonia
Raleigh County, WV (54081),15,"76,601",Influenza and pneumonia
Wood County, WV (54107),22,"85,643",Influenza and pneumonia
Brown County, WI (55009),29,"260,401",Influenza and pneumonia
Chippewa County, WI (55017),11,"63,649",Influenza and pneumonia
Dane County, WI (55025),48,"531,273",Influenza and pneumonia
Dodge County, WI (55027),16,"88,068",Influenza and pneumonia
Eau Claire County, WI (55035),18,"102,965",Influenza and pneumonia
Fond du Lac County, WI (55039),21,"102,144",Influenza and pneumonia
Jefferson County, WI (55055),13,"84,625",Influenza and pneumonia
Kenosha County, WI (55059),34,"168,183",Influenza and pneumonia
La Crosse County, WI (55063),16,"118,122",Influenza and pneumonia
Manitowoc County, WI (55071),15,"79,536",Influenza and pneumonia
Marathon County, WI (55073),16,"135,603",Influenza and pneumonia
Milwaukee County, WI (55079),124,"951,448",Influenza and pneumonia
Monroe County, WI (55081),11,"45,623",Influenza and pneumonia
Outagamie County, WI (55087),22,"184,526",Influenza and pneumonia
Ozaukee County, WI (55089),10,"88,314",Influenza and pneumonia
Portage County, WI (55097),12,"70,447",Influenza and pneumonia
Racine County, WI (55101),38,"195,140",Influenza and pneumonia
Richland County, WI (55103),12,"17,476",Influenza and pneumonia
Rock County, WI (55105),22,"161,620",Influenza and pneumonia
Sauk County, WI (55111),11,"63,949",Influenza and pneumonia
Sheboygan County, WI (55117),24,"115,427",Influenza and pneumonia
Walworth County, WI (55127),17,"102,959",Influenza and pneumonia
Washington County, WI (55131),26,"134,296",Influenza and pneumonia
Waukesha County, WI (55133),65,"398,424",Influenza and pneumonia
Waupaca County, WI (55135),20,"51,533",Influenza and pneumonia
Winnebago County, WI (55139),24,"169,886",Influenza and pneumonia
Wood County, WI (55141),17,"73,107",Influenza and pneumonia
Fremont County, WY (56013),12,"40,242",Influenza and pneumonia
Laramie County, WY (56021),19,"98,136",Influenza and pneumonia
Natrona County, WY (56025),13,"81,039",Influenza and pneumonia
Sheridan County, WY (56033),12,"30,200",Influenza and pneumonia
Baldwin County, AL (01003),10,"208,563",Pneumonitis due to solids and liquids
Jefferson County, AL (01073),53,"659,521",Pneumonitis due to solids and liquids
Madison County, AL (01089),29,"356,967",Pneumonitis due to solids and liquids
Marshall County, AL (01095),10,"95,157",Pneumonitis due to solids and liquids
Mobile County, AL (01097),31,"414,836",Pneumonitis due to solids and liquids
Morgan County, AL (01103),13,"119,012",Pneumonitis due to solids and liquids
Tuscaloosa County, AL (01125),16,"206,102",Pneumonitis due to solids and liquids
Anchorage Borough, AK (02020),13,"298,192",Pneumonitis due to solids and liquids
Maricopa County, AZ (04013),130,"4,242,997",Pneumonitis due to solids and liquids
Mohave County, AZ (04015),12,"205,249",Pneumonitis due to solids and liquids
Pima County, AZ (04019),80,"1,016,206",Pneumonitis due to solids and liquids
Pinal County, AZ (04021),15,"418,540",Pneumonitis due to solids and liquids
Yavapai County, AZ (04025),13,"225,562",Pneumonitis due to solids and liquids
Faulkner County, AR (05045),12,"122,227",Pneumonitis due to solids and liquids
Pulaski County, AR (05119),14,"393,250",Pneumonitis due to solids and liquids
Alameda County, CA (06001),133,"1,647,704",Pneumonitis due to solids and liquids
Butte County, CA (06007),21,"226,864",Pneumonitis due to solids and liquids
Contra Costa County, CA (06013),115,"1,135,127",Pneumonitis due to solids and liquids
El Dorado County, CA (06017),16,"185,625",Pneumonitis due to solids and liquids
Fresno County, CA (06019),75,"979,915",Pneumonitis due to solids and liquids
Imperial County, CA (06025),11,"180,883",Pneumonitis due to solids and liquids
Kern County, CA (06029),21,"884,788",Pneumonitis due to solids and liquids
Los Angeles County, CA (06037),40,"10,137,915",Pneumonitis due to solids and liquids
Marin County, CA (06041),24,"260,651",Pneumonitis due to solids and liquids
Mendocino County, CA (06045),11,"87,628",Pneumonitis due to solids and liquids
Monterey County, CA (06053),41,"435,232",Pneumonitis due to solids and liquids
Napa County, CA (06055),19,"142,166",Pneumonitis due to solids and liquids
Orange County, CA (06059),73,"3,172,532",Pneumonitis due to solids and liquids
Placer County, CA (06061),45,"380,531",Pneumonitis due to solids and liquids
Riverside County, CA (06065),29,"2,387,741",Pneumonitis due to solids and liquids
Sacramento County, CA (06067),128,"1,514,460",Pneumonitis due to solids and liquids
San Bernardino County, CA (06071),62,"2,140,096",Pneumonitis due to solids and liquids
San Diego County, CA (06073),182,"3,317,749",Pneumonitis due to solids and liquids
San Francisco County, CA (06075),62,"870,887",Pneumonitis due to solids and liquids
San Joaquin County, CA (06077),50,"733,709",Pneumonitis due to solids and liquids
San Luis Obispo County, CA (06079),16,"282,887",Pneumonitis due to solids and liquids
San Mateo County, CA (06081),69,"764,797",Pneumonitis due to solids and liquids
Santa Barbara County, CA (06083),34,"446,170",Pneumonitis due to solids and liquids
Santa Clara County, CA (06085),38,"1,919,402",Pneumonitis due to solids and liquids
Santa Cruz County, CA (06087),20,"274,673",Pneumonitis due to solids and liquids
Shasta County, CA (06089),41,"179,631",Pneumonitis due to solids and liquids
Solano County, CA (06095),28,"440,207",Pneumonitis due to solids and liquids
Sonoma County, CA (06097),40,"503,070",Pneumonitis due to solids and liquids
Stanislaus County, CA (06099),19,"541,560",Pneumonitis due to solids and liquids
Tehama County, CA (06103),14,"63,276",Pneumonitis due to solids and liquids
Tulare County, CA (06107),28,"460,437",Pneumonitis due to solids and liquids
Ventura County, CA (06111),29,"849,738",Pneumonitis due to solids and liquids
Adams County, CO (08001),19,"498,187",Pneumonitis due to solids and liquids
Arapahoe County, CO (08005),38,"637,068",Pneumonitis due to solids and liquids
Boulder County, CO (08013),18,"322,226",Pneumonitis due to solids and liquids
Denver County, CO (08031),31,"693,060",Pneumonitis due to solids and liquids
Douglas County, CO (08035),10,"328,632",Pneumonitis due to solids and liquids
El Paso County, CO (08041),28,"688,284",Pneumonitis due to solids and liquids
Jefferson County, CO (08059),32,"571,837",Pneumonitis due to solids and liquids
Larimer County, CO (08069),15,"339,993",Pneumonitis due to solids and liquids
Pueblo County, CO (08101),32,"165,123",Pneumonitis due to solids and liquids
Fairfield County, CT (09001),84,"944,177",Pneumonitis due to solids and liquids
Hartford County, CT (09003),83,"892,389",Pneumonitis due to solids and liquids
Litchfield County, CT (09005),21,"182,571",Pneumonitis due to solids and liquids
Middlesex County, CT (09007),13,"163,329",Pneumonitis due to solids and liquids
New Haven County, CT (09009),81,"856,875",Pneumonitis due to solids and liquids
New London County, CT (09011),28,"269,801",Pneumonitis due to solids and liquids
Tolland County, CT (09013),13,"151,118",Pneumonitis due to solids and liquids
Kent County, DE (10001),17,"174,827",Pneumonitis due to solids and liquids
New Castle County, DE (10003),36,"556,987",Pneumonitis due to solids and liquids
Sussex County, DE (10005),18,"220,251",Pneumonitis due to solids and liquids
District of Columbia, DC (11001),29,"681,170",Pneumonitis due to solids and liquids
Alachua County, FL (12001),16,"263,496",Pneumonitis due to solids and liquids
Bay County, FL (12005),16,"183,974",Pneumonitis due to solids and liquids
Brevard County, FL (12009),26,"579,130",Pneumonitis due to solids and liquids
Broward County, FL (12011),74,"1,909,632",Pneumonitis due to solids and liquids
Charlotte County, FL (12015),29,"178,465",Pneumonitis due to solids and liquids
Duval County, FL (12031),57,"926,255",Pneumonitis due to solids and liquids
Escambia County, FL (12033),20,"315,187",Pneumonitis due to solids and liquids
Hillsborough County, FL (12057),69,"1,376,238",Pneumonitis due to solids and liquids
Jackson County, FL (12063),11,"48,229",Pneumonitis due to solids and liquids
Lake County, FL (12069),15,"335,396",Pneumonitis due to solids and liquids
Lee County, FL (12071),31,"722,336",Pneumonitis due to solids and liquids
Leon County, FL (12073),20,"287,822",Pneumonitis due to solids and liquids
Manatee County, FL (12081),34,"375,888",Pneumonitis due to solids and liquids
Marion County, FL (12083),11,"349,020",Pneumonitis due to solids and liquids
Miami-Dade County, FL (12086),113,"2,712,945",Pneumonitis due to solids and liquids
Okaloosa County, FL (12091),12,"201,170",Pneumonitis due to solids and liquids
Orange County, FL (12095),39,"1,314,367",Pneumonitis due to solids and liquids
Osceola County, FL (12097),13,"336,015",Pneumonitis due to solids and liquids
Palm Beach County, FL (12099),94,"1,443,810",Pneumonitis due to solids and liquids
Pasco County, FL (12101),37,"512,368",Pneumonitis due to solids and liquids
Pinellas County, FL (12103),80,"960,730",Pneumonitis due to solids and liquids
Polk County, FL (12105),66,"666,149",Pneumonitis due to solids and liquids
St. Johns County, FL (12109),17,"235,087",Pneumonitis due to solids and liquids
St. Lucie County, FL (12111),21,"306,507",Pneumonitis due to solids and liquids
Santa Rosa County, FL (12113),10,"170,497",Pneumonitis due to solids and liquids
Sarasota County, FL (12115),50,"412,569",Pneumonitis due to solids and liquids
Seminole County, FL (12117),16,"455,479",Pneumonitis due to solids and liquids
Sumter County, FL (12119),13,"123,996",Pneumonitis due to solids and liquids
Volusia County, FL (12127),41,"529,364",Pneumonitis due to solids and liquids
Bibb County, GA (13021),17,"152,760",Pneumonitis due to solids and liquids
Carroll County, GA (13045),21,"116,261",Pneumonitis due to solids and liquids
Chatham County, GA (13051),12,"289,082",Pneumonitis due to solids and liquids
Cobb County, GA (13067),15,"748,150",Pneumonitis due to solids and liquids
DeKalb County, GA (13089),32,"740,321",Pneumonitis due to solids and liquids
Fayette County, GA (13113),13,"111,627",Pneumonitis due to solids and liquids
Fulton County, GA (13121),26,"1,023,336",Pneumonitis due to solids and liquids
Gwinnett County, GA (13135),13,"907,135",Pneumonitis due to solids and liquids
Hall County, GA (13139),11,"196,637",Pneumonitis due to solids and liquids
Muscogee County, GA (13215),11,"197,485",Pneumonitis due to solids and liquids
Richmond County, GA (13245),15,"201,647",Pneumonitis due to solids and liquids
